race_id,horse,jockey,trainer,weather,track_condition,distance,finish,gate,odds,place_odds,form_score,condition_score,weight_diff,paddock_score,odds_shift
R0080,Horse_11,Jockey_07,Trainer_01,雨,稍重,1800,13,14,7.99,3.31,56.8,59.9,-0.1,61.8,0.0
R0080,Horse_02,Jockey_05,Trainer_07,雨,稍重,1800,14,6,15.42,5.44,34.1,31.3,8.6,35.1,0.0
R0080,Horse_16,Jockey_10,Trainer_03,雨,稍重,1800,15,5,30.14,9.57,44.9,44.2,4.3,41.1,0.0
R0081,Horse_07,Jockey_06,Trainer_04,雨,重,2000,1,2,1.38,1.58,80.3,77.0,-12.4,71.3,0.0
R0081,Horse_22,Jockey_09,Trainer_07,雨,重,2000,2,10,1.64,1.68,57.7,55.3,-6.3,52.3,0.0
R0081,Horse_04,Jockey_02,Trainer_08,雨,重,2000,3,5,2.31,1.75,56.7,65.2,0.2,69.7,0.0
R0081,Horse_09,Jockey_10,Trainer_06,雨,重,2000,4,3,1.98,1.57,62.7,67.5,-6.6,64.1,0.0
R0081,Horse_19,Jockey_05,Trainer_02,雨,重,2000,5,1,2.86,1.72,57.7,64.3,-0.5,62.4,0.0
R0081,Horse_21,Jockey_08,Trainer_02,雨,重,2000,6,6,2.38,1.71,60.4,60.3,1.3,63.2,0.0
R0081,Horse_17,Jockey_08,Trainer_08,雨,重,2000,7,4,4.17,2.3,52.0,49.2,-9.8,49.5,0.0
R0081,Horse_20,Jockey_01,Trainer_09,雨,重,2000,8,7,5.72,2.7,47.2,53.5,2.1,47.1,0.0
R0081,Horse_13,Jockey_02,Trainer_02,雨,重,2000,9,8,38.63,12.17,36.3,34.3,-0.1,25.2,0.0
R0081,Horse_02,Jockey_11,Trainer_02,雨,重,2000,10,9,70.0,18.0,41.2,36.3,-1.1,44.0,0.0
R0082,Horse_21,Jockey_05,Trainer_03,晴,良,1800,1,4,1.59,1.48,52.8,57.3,-0.0,71.7,0.0
R0082,Horse_08,Jockey_05,Trainer_01,晴,良,1800,2,2,1.61,1.6,50.9,49.6,2.0,53.6,0.0
R0082,Horse_10,Jockey_04,Trainer_08,晴,良,1800,3,9,1.9,1.61,67.8,55.6,-2.8,59.3,0.0
R0082,Horse_07,Jockey_01,Trainer_02,晴,良,1800,4,12,2.62,1.89,63.5,70.3,-4.4,70.1,0.0
R0082,Horse_24,Jockey_07,Trainer_08,晴,良,1800,5,1,3.63,1.95,61.2,58.3,1.1,67.5,0.0
R0082,Horse_11,Jockey_02,Trainer_07,晴,良,1800,6,14,4.19,2.24,45.2,42.4,2.8,33.5,0.0
R0082,Horse_09,Jockey_10,Trainer_04,晴,良,1800,7,10,3.35,2.05,58.9,60.5,9.8,63.1,0.0
R0082,Horse_17,Jockey_02,Trainer_02,晴,良,1800,8,5,5.95,2.78,36.5,48.2,-1.7,45.1,0.0
R0082,Horse_05,Jockey_05,Trainer_01,晴,良,1800,9,13,6.89,3.07,66.3,58.2,1.9,54.7,0.0
R0082,Horse_23,Jockey_09,Trainer_01,晴,良,1800,10,7,10.95,4.36,62.6,54.2,1.0,52.8,0.0
R0082,Horse_20,Jockey_04,Trainer_04,晴,良,1800,11,11,10.61,4.05,46.0,36.5,-2.0,29.7,0.0
R0082,Horse_14,Jockey_05,Trainer_06,晴,良,1800,12,6,6.63,2.9,52.8,48.5,-3.0,51.3,0.0
R0082,Horse_02,Jockey_11,Trainer_07,晴,良,1800,13,3,17.56,6.14,41.1,38.8,-3.3,42.4,0.0
R0082,Horse_19,Jockey_07,Trainer_06,晴,良,1800,14,8,8.0,3.28,48.4,44.6,2.0,48.3,0.0
R0083,Horse_08,Jockey_10,Trainer_08,曇,良,1200,1,2,1.56,1.59,56.0,63.1,2.9,59.2,0.0
R0083,Horse_07,Jockey_03,Trainer_01,曇,良,1200,2,7,2.53,1.67,74.5,71.6,3.3,64.3,0.0
R0083,Horse_04,Jockey_09,Trainer_04,曇,良,1200,3,3,2.45,1.75,63.9,59.4,-5.0,51.9,0.0
R0083,Horse_05,Jockey_10,Trainer_05,曇,良,1200,4,5,3.46,2.17,53.9,47.0,2.0,45.0,0.0
R0083,Horse_09,Jockey_09,Trainer_03,曇,良,1200,5,1,3.27,1.98,60.6,56.2,1.1,60.1,0.0
R0083,Horse_11,Jockey_06,Trainer_05,曇,良,1200,6,9,3.57,1.87,49.1,50.1,-0.5,51.2,0.0
R0083,Horse_10,Jockey_09,Trainer_06,曇,良,1200,7,6,4.18,2.36,46.8,44.8,-4.6,45.8,0.0
R0083,Horse_20,Jockey_03,Trainer_07,曇,良,1200,8,10,17.06,5.96,44.0,34.7,7.1,42.6,0.0
R0083,Horse_14,Jockey_01,Trainer_04,曇,良,1200,9,4,18.02,6.09,58.4,51.7,1.1,55.4,0.0
R0083,Horse_02,Jockey_09,Trainer_04,曇,良,1200,10,8,26.07,8.56,43.4,53.4,6.6,54.7,0.0
R0084,Horse_22,Jockey_08,Trainer_07,雨,稍重,1600,1,11,2.03,1.73,60.8,71.2,-0.5,66.6,0.0
R0084,Horse_18,Jockey_06,Trainer_06,雨,稍重,1600,2,10,1.97,1.61,79.5,75.3,6.0,79.4,0.0
R0084,Horse_07,Jockey_11,Trainer_01,雨,稍重,1600,3,8,1.83,1.52,64.2,61.4,-10.1,58.6,0.0
R0084,Horse_04,Jockey_09,Trainer_06,雨,稍重,1600,4,3,3.87,2.18,60.6,61.9,4.1,51.6,0.0
R0084,Horse_05,Jockey_10,Trainer_03,雨,稍重,1600,5,5,3.29,1.96,54.2,41.8,6.5,41.5,0.0
R0084,Horse_23,Jockey_11,Trainer_01,雨,稍重,1600,6,2,3.46,2.05,56.0,47.4,-7.1,48.9,0.0
R0084,Horse_17,Jockey_10,Trainer_03,雨,稍重,1600,7,4,6.23,2.82,44.7,34.0,-5.5,43.4,0.0
R0084,Horse_16,Jockey_04,Trainer_09,雨,稍重,1600,8,7,7.41,3.17,50.0,54.2,-5.8,49.4,0.0
R0084,Horse_20,Jockey_09,Trainer_01,雨,稍重,1600,9,9,7.53,3.15,51.2,52.7,-2.6,57.9,0.0
R0084,Horse_24,Jockey_09,Trainer_06,雨,稍重,1600,10,6,7.36,2.94,48.5,45.0,-3.8,51.5,0.0
R0084,Horse_11,Jockey_01,Trainer_03,雨,稍重,1600,11,1,6.42,2.99,56.9,58.1,2.4,60.8,0.0
R0085,Horse_08,Jockey_05,Trainer_07,曇,良,1600,1,9,1.51,1.29,68.0,85.6,3.5,91.6,0.0
R0085,Horse_22,Jockey_05,Trainer_09,曇,良,1600,2,2,1.38,1.39,69.9,68.0,-7.5,67.9,0.0
R0085,Horse_07,Jockey_03,Trainer_05,曇,良,1600,3,1,1.67,1.52,66.4,72.0,2.8,73.6,0.0
R0085,Horse_05,Jockey_04,Trainer_04,曇,良,1600,4,10,2.47,1.92,51.7,48.2,-2.9,53.7,0.0
R0085,Horse_17,Jockey_09,Trainer_05,曇,良,1600,5,3,3.17,1.83,49.6,55.1,2.3,54.1,0.0
R0085,Horse_23,Jockey_11,Trainer_04,曇,良,1600,6,11,5.43,2.64,56.7,61.4,4.6,57.3,0.0
R0085,Horse_09,Jockey_11,Trainer_01,曇,良,1600,7,7,5.58,2.72,53.2,43.1,1.9,46.4,0.0
R0085,Horse_20,Jockey_04,Trainer_06,曇,良,1600,8,8,13.22,4.79,35.5,47.2,-2.3,46.8,0.0
R0085,Horse_19,Jockey_04,Trainer_06,曇,良,1600,9,6,16.0,5.51,46.2,41.1,-5.4,33.6,0.0
R0085,Horse_01,Jockey_03,Trainer_01,曇,良,1600,10,4,12.24,4.42,46.7,38.2,3.8,28.5,0.0
R0085,Horse_02,Jockey_06,Trainer_01,曇,良,1600,11,5,8.15,3.36,51.2,41.3,1.8,38.0,0.0
R0086,Horse_04,Jockey_04,Trainer_04,雨,良,1600,1,9,2.19,1.53,66.9,59.2,6.7,57.8,0.0
R0086,Horse_12,Jockey_08,Trainer_01,雨,良,1600,2,1,2.3,1.69,66.7,64.4,4.8,59.5,0.0
R0086,Horse_17,Jockey_08,Trainer_09,雨,良,1600,3,6,2.28,1.58,71.1,75.1,7.0,71.2,0.0
R0086,Horse_08,Jockey_05,Trainer_06,雨,良,1600,4,5,2.72,1.78,68.2,63.3,2.7,59.3,0.0
R0086,Horse_10,Jockey_02,Trainer_04,雨,良,1600,5,12,1.95,1.51,59.8,61.5,-5.1,63.7,0.0
R0086,Horse_03,Jockey_10,Trainer_01,雨,良,1600,6,7,2.47,1.69,80.4,71.9,-0.7,58.9,0.0
R0086,Horse_24,Jockey_06,Trainer_03,雨,良,1600,7,11,4.84,2.35,64.7,61.1,-2.0,56.1,0.0
R0086,Horse_05,Jockey_07,Trainer_01,雨,良,1600,8,10,8.35,3.46,52.1,42.8,-1.5,53.5,0.0
R0086,Horse_20,Jockey_11,Trainer_09,雨,良,1600,9,3,8.65,3.63,41.4,47.4,-0.4,42.4,0.0
R0086,Horse_01,Jockey_11,Trainer_04,雨,良,1600,10,4,14.44,5.28,47.8,55.1,-0.6,51.5,0.0
R0086,Horse_21,Jockey_01,Trainer_08,雨,良,1600,11,8,16.29,5.72,46.3,41.9,-4.2,30.4,0.0
R0086,Horse_02,Jockey_08,Trainer_04,雨,良,1600,12,2,15.71,5.5,32.1,31.3,-0.4,30.9,0.0
R0087,Horse_07,Jockey_11,Trainer_09,曇,良,1600,1,1,1.35,1.38,64.2,77.3,2.0,82.3,0.0
R0087,Horse_24,Jockey_07,Trainer_09,曇,良,1600,2,8,1.8,1.43,73.2,71.4,2.3,84.1,0.0
R0087,Horse_10,Jockey_02,Trainer_02,曇,良,1600,3,10,2.96,1.8,58.7,69.2,9.0,69.9,0.0
R0087,Horse_12,Jockey_07,Trainer_04,曇,良,1600,4,2,4.21,2.09,70.2,74.7,-2.7,77.3,0.0
R0087,Horse_21,Jockey_03,Trainer_03,曇,良,1600,5,5,4.39,2.2,54.5,58.3,-3.0,53.9,0.0
R0087,Horse_22,Jockey_07,Trainer_02,曇,良,1600,6,3,3.51,1.98,64.9,71.1,8.0,75.2,0.0
R0087,Horse_11,Jockey_04,Trainer_07,曇,良,1600,7,4,5.17,2.39,52.5,46.2,0.5,49.0,0.0
R0087,Horse_14,Jockey_08,Trainer_05,曇,良,1600,8,11,5.11,2.55,72.6,72.0,5.4,60.9,0.0
R0087,Horse_20,Jockey_09,Trainer_01,曇,良,1600,9,6,15.92,5.7,40.4,46.3,0.8,54.7,0.0
R0087,Horse_13,Jockey_08,Trainer_08,曇,良,1600,10,7,18.24,6.22,41.0,51.9,9.0,57.5,0.0
R0087,Horse_16,Jockey_08,Trainer_02,曇,良,1600,11,9,49.7,15.14,37.2,30.9,-7.0,33.4,0.0
R0088,Horse_07,Jockey_06,Trainer_09,晴,良,1600,1,2,1.45,1.57,68.5,66.3,10.9,66.4,0.0
R0088,Horse_08,Jockey_04,Trainer_09,晴,良,1600,2,14,1.34,1.23,64.5,65.5,5.9,58.5,0.0
R0088,Horse_12,Jockey_08,Trainer_03,晴,良,1600,3,11,1.69,1.6,64.3,67.0,6.1,56.5,0.0
R0088,Horse_03,Jockey_06,Trainer_08,晴,良,1600,4,10,2.23,1.77,71.7,67.6,1.9,62.1,0.0
R0088,Horse_21,Jockey_11,Trainer_08,晴,良,1600,5,13,2.85,2.05,47.8,57.8,-2.8,55.3,0.0
R0088,Horse_09,Jockey_05,Trainer_02,晴,良,1600,6,7,3.18,1.9,71.1,67.5,1.6,68.3,0.0
R0088,Horse_22,Jockey_02,Trainer_01,晴,良,1600,7,12,3.07,1.9,60.8,61.4,5.7,59.7,0.0
R0088,Horse_24,Jockey_02,Trainer_01,晴,良,1600,8,5,4.09,2.05,66.9,66.1,6.3,65.4,0.0
R0088,Horse_15,Jockey_01,Trainer_04,晴,良,1600,9,4,5.12,2.49,52.5,51.3,-1.8,46.5,0.0
R0088,Horse_11,Jockey_04,Trainer_05,晴,良,1600,10,8,5.38,2.7,66.1,62.9,-9.3,57.6,0.0
R0088,Horse_05,Jockey_06,Trainer_03,晴,良,1600,11,16,8.11,3.33,65.0,51.8,-4.4,47.2,0.0
R0088,Horse_06,Jockey_07,Trainer_02,晴,良,1600,12,6,5.96,2.92,58.8,52.6,-2.5,55.6,0.0
R0088,Horse_14,Jockey_02,Trainer_06,晴,良,1600,13,15,17.55,6.09,55.5,60.0,-1.0,64.6,0.0
R0088,Horse_16,Jockey_06,Trainer_08,晴,良,1600,14,3,16.38,5.78,37.8,49.2,5.1,56.3,0.0
R0088,Horse_13,Jockey_10,Trainer_02,晴,良,1600,15,1,25.85,8.46,39.7,35.1,-10.4,29.5,0.0
R0088,Horse_20,Jockey_03,Trainer_08,晴,良,1600,16,9,50.7,15.63,33.8,26.7,-4.9,24.0,0.0
R0089,Horse_07,Jockey_09,Trainer_05,雨,良,1800,1,16,1.46,1.38,80.8,69.9,2.1,72.9,0.0
R0089,Horse_18,Jockey_10,Trainer_07,雨,良,1800,2,8,1.63,1.73,61.9,65.2,-14.6,63.1,0.0
R0089,Horse_10,Jockey_07,Trainer_09,雨,良,1800,3,12,1.56,1.5,80.3,76.0,1.4,60.5,0.0
R0089,Horse_22,Jockey_05,Trainer_06,雨,良,1800,4,5,2.13,1.63,62.8,61.8,-3.7,64.2,0.0
R0089,Horse_12,Jockey_01,Trainer_07,雨,良,1800,5,6,3.18,1.91,58.1,69.0,5.5,82.1,0.0
R0089,Horse_15,Jockey_06,Trainer_07,雨,良,1800,6,13,4.3,2.17,41.1,36.4,6.0,33.7,0.0
R0089,Horse_09,Jockey_06,Trainer_02,雨,良,1800,7,10,4.26,2.23,60.7,50.7,-0.9,43.5,0.0
R0089,Horse_01,Jockey_04,Trainer_07,雨,良,1800,8,1,3.95,2.0,47.7,49.5,-1.0,58.5,0.0
R0089,Horse_21,Jockey_07,Trainer_08,雨,良,1800,9,9,3.67,2.2,57.1,55.5,-5.0,56.1,0.0
R0089,Horse_05,Jockey_06,Trainer_01,雨,良,1800,10,7,2.85,1.87,37.9,39.9,-1.5,42.3,0.0
R0089,Horse_14,Jockey_08,Trainer_04,雨,良,1800,11,3,6.9,3.09,61.3,64.6,-2.9,62.0,0.0
R0089,Horse_23,Jockey_09,Trainer_04,雨,良,1800,12,4,9.19,3.74,63.2,81.6,0.6,77.2,0.0
R0089,Horse_11,Jockey_10,Trainer_08,雨,良,1800,13,2,8.82,3.66,42.3,48.8,-0.1,57.7,0.0
R0089,Horse_02,Jockey_08,Trainer_09,雨,良,1800,14,11,18.16,6.36,55.4,61.4,4.4,60.8,0.0
R0089,Horse_20,Jockey_03,Trainer_03,雨,良,1800,15,15,26.15,8.72,54.0,53.3,-6.4,60.9,0.0
R0089,Horse_16,Jockey_11,Trainer_05,雨,良,1800,16,14,55.78,17.04,48.2,44.8,8.1,54.4,0.0
R0090,Horse_07,Jockey_03,Trainer_02,晴,不良,1800,1,9,1.95,1.67,91.9,89.5,-3.3,98.0,0.0
R0090,Horse_03,Jockey_04,Trainer_09,晴,不良,1800,2,3,2.34,1.82,66.8,74.5,-12.2,76.1,0.0
R0090,Horse_08,Jockey_09,Trainer_05,晴,不良,1800,3,5,3.03,1.75,61.1,56.3,-6.8,51.5,0.0
R0090,Horse_06,Jockey_08,Trainer_09,晴,不良,1800,4,10,4.7,2.46,67.5,74.0,0.1,69.7,0.0
R0090,Horse_04,Jockey_09,Trainer_07,晴,不良,1800,5,6,2.64,1.9,62.3,65.2,-0.1,72.3,0.0
R0090,Horse_14,Jockey_08,Trainer_09,晴,不良,1800,6,2,8.17,3.3,55.8,56.4,4.3,64.1,0.0
R0090,Horse_02,Jockey_05,Trainer_09,晴,不良,1800,7,4,7.73,3.25,50.1,54.4,-0.4,63.8,0.0
R0090,Horse_11,Jockey_10,Trainer_09,晴,不良,1800,8,7,4.5,2.54,69.6,67.4,8.1,69.3,0.0
R0090,Horse_15,Jockey_08,Trainer_07,晴,不良,1800,9,8,5.21,2.54,41.5,33.6,-3.3,36.2,0.0
R0090,Horse_12,Jockey_01,Trainer_05,晴,不良,1800,10,1,11.0,4.31,53.9,47.6,6.4,54.9,0.0
R0091,Horse_10,Jockey_05,Trainer_01,雨,稍重,2200,1,2,1.45,1.44,64.9,71.9,-2.3,59.5,0.0
R0091,Horse_18,Jockey_05,Trainer_07,雨,稍重,2200,2,10,2.1,1.67,73.8,64.2,-7.0,60.8,0.0
R0091,Horse_17,Jockey_08,Trainer_07,雨,稍重,2200,3,3,3.05,1.83,40.9,45.5,2.2,58.8,0.0
R0091,Horse_07,Jockey_11,Trainer_02,雨,稍重,2200,4,5,2.66,1.93,70.5,73.7,-8.3,72.7,0.0
R0091,Horse_12,Jockey_09,Trainer_07,雨,稍重,2200,5,12,3.36,2.26,56.6,59.1,-2.9,56.9,0.0
R0091,Horse_06,Jockey_05,Trainer_02,雨,稍重,2200,6,13,3.66,2.18,67.2,59.5,-1.9,62.8,0.0
R0091,Horse_03,Jockey_04,Trainer_03,雨,稍重,2200,7,6,3.68,2.29,77.7,76.5,7.1,76.4,0.0
R0091,Horse_01,Jockey_04,Trainer_08,雨,稍重,2200,8,8,6.31,2.8,56.1,53.5,4.1,53.4,0.0
R0091,Horse_21,Jockey_09,Trainer_04,雨,稍重,2200,9,7,6.6,2.99,54.5,62.7,4.5,56.0,0.0
R0091,Horse_22,Jockey_01,Trainer_01,雨,稍重,2200,10,9,4.3,2.26,62.2,67.6,5.5,65.2,0.0
R0091,Horse_11,Jockey_06,Trainer_02,雨,稍重,2200,11,1,6.33,2.8,50.8,36.0,-0.1,46.0,0.0
R0091,Horse_16,Jockey_04,Trainer_06,雨,稍重,2200,12,4,19.87,6.77,42.1,37.6,-10.7,41.1,0.0
R0091,Horse_13,Jockey_01,Trainer_04,雨,稍重,2200,13,11,42.72,13.3,48.0,24.9,3.7,31.1,0.0
R0092,Horse_15,Jockey_05,Trainer_01,晴,良,2200,1,6,1.53,1.32,64.1,52.2,-0.3,56.2,0.0
R0092,Horse_05,Jockey_05,Trainer_09,晴,良,2200,2,9,1.57,1.54,59.3,54.1,-3.7,60.3,0.0
R0092,Horse_24,Jockey_10,Trainer_02,晴,良,2200,3,4,2.09,1.53,61.3,59.9,1.0,55.5,0.0
R0092,Horse_03,Jockey_07,Trainer_07,晴,良,2200,4,5,1.82,1.65,57.8,60.9,-1.6,63.8,0.0
R0092,Horse_12,Jockey_02,Trainer_03,晴,良,2200,5,10,2.21,1.72,72.7,73.2,8.9,72.2,0.0
R0092,Horse_23,Jockey_06,Trainer_08,晴,良,2200,6,7,2.65,1.68,52.4,58.1,-7.5,56.5,0.0
R0092,Horse_09,Jockey_07,Trainer_04,晴,良,2200,7,11,2.53,1.86,58.6,54.3,-3.2,62.8,0.0
R0092,Horse_02,Jockey_03,Trainer_08,晴,良,2200,8,1,8.34,3.43,35.9,25.3,5.3,31.1,0.0
R0092,Horse_14,Jockey_01,Trainer_09,晴,良,2200,9,2,6.3,2.8,36.5,31.3,10.7,33.3,0.0
R0092,Horse_19,Jockey_01,Trainer_02,晴,良,2200,10,8,13.21,4.92,56.3,65.5,7.6,68.3,0.0
R0092,Horse_16,Jockey_09,Trainer_04,晴,良,2200,11,12,17.94,6.35,46.1,50.7,-4.6,51.6,0.0
R0092,Horse_13,Jockey_03,Trainer_05,晴,良,2200,12,3,46.19,14.39,46.3,29.7,5.7,23.7,0.0
R0093,Horse_10,Jockey_10,Trainer_08,雨,重,2000,1,9,1.62,1.46,80.2,89.9,3.0,95.3,0.0
R0093,Horse_04,Jockey_07,Trainer_04,雨,重,2000,2,12,2.23,1.63,56.3,57.0,3.9,53.8,0.0
R0093,Horse_12,Jockey_02,Trainer_04,雨,重,2000,3,3,2.9,1.9,63.5,71.3,5.8,70.3,0.0
R0093,Horse_18,Jockey_11,Trainer_01,雨,重,2000,4,15,2.17,1.75,82.7,78.6,-1.1,71.3,0.0
R0093,Horse_19,Jockey_10,Trainer_02,雨,重,2000,5,11,3.44,2.18,49.4,53.9,-0.6,61.7,0.0
R0093,Horse_05,Jockey_07,Trainer_01,雨,重,2000,6,1,4.39,2.08,49.4,53.8,-1.5,58.2,0.0
R0093,Horse_17,Jockey_08,Trainer_01,雨,重,2000,7,5,5.05,2.47,71.4,80.7,-2.8,76.5,0.0
R0093,Horse_24,Jockey_04,Trainer_02,雨,重,2000,8,6,2.95,1.66,57.0,62.7,1.4,60.8,0.0
R0093,Horse_22,Jockey_07,Trainer_06,雨,重,2000,9,4,3.97,2.17,74.1,93.5,8.6,98.0,0.0
R0093,Horse_01,Jockey_09,Trainer_05,雨,重,2000,10,10,6.81,3.1,57.0,53.6,3.3,57.6,0.0
R0093,Horse_21,Jockey_01,Trainer_07,雨,重,2000,11,7,7.04,3.23,54.1,59.1,-3.5,54.6,0.0
R0093,Horse_06,Jockey_01,Trainer_02,雨,重,2000,12,13,7.04,3.06,64.6,76.0,-1.7,76.4,0.0
R0093,Horse_14,Jockey_01,Trainer_04,雨,重,2000,13,2,6.76,3.12,38.3,36.9,4.6,47.5,0.0
R0093,Horse_13,Jockey_08,Trainer_08,雨,重,2000,14,8,6.12,2.95,45.0,48.8,5.9,44.8,0.0
R0093,Horse_16,Jockey_06,Trainer_03,雨,重,2000,15,14,29.86,9.56,27.4,16.8,-1.2,17.6,0.0
R0094,Horse_07,Jockey_10,Trainer_05,曇,重,1800,1,1,1.49,1.43,79.0,74.5,1.6,79.0,0.0
R0094,Horse_23,Jockey_10,Trainer_09,曇,重,1800,2,4,1.51,1.69,58.1,49.6,-4.9,44.8,0.0
R0094,Horse_06,Jockey_08,Trainer_05,曇,重,1800,3,9,1.78,1.51,62.5,68.9,-4.2,60.4,0.0
R0094,Horse_08,Jockey_11,Trainer_06,曇,重,1800,4,3,2.16,1.8,60.8,57.4,0.3,57.9,0.0
R0094,Horse_04,Jockey_07,Trainer_01,曇,重,1800,5,7,2.38,1.77,74.5,80.2,-3.9,73.4,0.0
R0094,Horse_12,Jockey_02,Trainer_01,曇,重,1800,6,6,3.5,2.04,62.4,57.9,-8.7,62.5,0.0
R0094,Horse_24,Jockey_11,Trainer_04,曇,重,1800,7,8,4.01,2.12,58.5,60.0,-0.0,73.0,0.0
R0094,Horse_17,Jockey_01,Trainer_08,曇,重,1800,8,12,5.37,2.6,41.0,48.5,1.5,45.6,0.0
R0094,Horse_11,Jockey_02,Trainer_01,曇,重,1800,9,11,14.67,5.44,48.5,49.7,3.5,61.4,0.0
R0094,Horse_20,Jockey_09,Trainer_05,曇,重,1800,10,2,20.03,6.81,43.8,47.1,-5.0,35.1,0.0
R0094,Horse_14,Jockey_11,Trainer_08,曇,重,1800,11,5,21.58,7.12,38.0,31.1,-0.5,37.1,0.0
R0094,Horse_02,Jockey_07,Trainer_08,曇,重,1800,12,10,27.64,8.84,54.9,51.1,-0.1,57.5,0.0
R0095,Horse_08,Jockey_04,Trainer_05,晴,良,1400,1,11,1.28,1.32,79.4,85.4,-3.7,86.6,0.0
R0095,Horse_12,Jockey_06,Trainer_04,晴,良,1400,2,10,1.46,1.46,67.9,71.0,-3.5,67.5,0.0
R0095,Horse_22,Jockey_09,Trainer_03,晴,良,1400,3,4,1.93,1.55,49.3,39.4,-7.1,40.0,0.0
R0095,Horse_04,Jockey_01,Trainer_07,晴,良,1400,4,9,3.63,2.05,51.4,42.8,1.8,36.4,0.0
R0095,Horse_17,Jockey_03,Trainer_03,晴,良,1400,5,2,3.46,2.18,59.0,71.4,-1.1,62.3,0.0
R0095,Horse_15,Jockey_07,Trainer_06,晴,良,1400,6,7,4.01,2.1,49.0,49.0,3.6,41.1,0.0
R0095,Horse_05,Jockey_04,Trainer_01,晴,良,1400,7,3,3.65,2.05,43.9,46.3,-9.6,42.3,0.0
R0095,Horse_14,Jockey_05,Trainer_01,晴,良,1400,8,5,6.26,2.7,60.0,68.6,-0.4,78.6,0.0
R0095,Horse_06,Jockey_03,Trainer_06,晴,良,1400,9,1,6.66,3.04,62.2,64.1,-1.5,64.1,0.0
R0095,Horse_13,Jockey_03,Trainer_01,晴,良,1400,10,6,49.24,15.28,35.9,34.1,4.3,36.0,0.0
R0095,Horse_20,Jockey_11,Trainer_01,晴,良,1400,11,8,70.0,18.0,42.5,40.9,6.1,30.3,0.0
R0096,Horse_07,Jockey_07,Trainer_09,晴,良,1600,1,2,1.78,1.56,59.4,64.8,-7.3,59.8,0.0
R0096,Horse_18,Jockey_03,Trainer_04,晴,良,1600,2,6,2.51,1.75,74.6,84.5,4.1,83.0,0.0
R0096,Horse_10,Jockey_04,Trainer_01,晴,良,1600,3,4,2.71,1.72,68.3,69.0,-0.2,77.8,0.0
R0096,Horse_22,Jockey_04,Trainer_02,晴,良,1600,4,10,3.05,1.96,72.0,78.9,0.5,77.4,0.0
R0096,Horse_12,Jockey_06,Trainer_04,晴,良,1600,5,3,2.92,1.86,68.0,66.8,1.3,74.2,0.0
R0096,Horse_15,Jockey_03,Trainer_07,晴,良,1600,6,7,2.72,1.64,53.9,44.1,-5.5,53.4,0.0
R0096,Horse_09,Jockey_04,Trainer_07,晴,良,1600,7,11,2.77,1.81,64.0,64.1,-0.3,59.4,0.0
R0096,Horse_08,Jockey_03,Trainer_03,晴,良,1600,8,9,6.36,2.88,56.5,46.2,-4.4,35.8,0.0
R0096,Horse_17,Jockey_03,Trainer_08,晴,良,1600,9,12,3.31,1.98,56.8,44.1,-5.6,41.0,0.0
R0096,Horse_20,Jockey_10,Trainer_05,晴,良,1600,10,8,9.42,3.83,51.0,53.4,4.7,60.9,0.0
R0096,Horse_19,Jockey_06,Trainer_08,晴,良,1600,11,13,4.97,2.49,46.4,36.5,3.8,41.5,0.0
R0096,Horse_14,Jockey_04,Trainer_06,晴,良,1600,12,14,5.29,2.45,47.2,51.5,-0.5,58.8,0.0
R0096,Horse_05,Jockey_02,Trainer_04,晴,良,1600,13,5,7.62,3.17,71.0,71.8,2.4,73.9,0.0
R0096,Horse_13,Jockey_08,Trainer_03,晴,良,1600,14,1,9.57,3.76,53.9,46.6,5.6,46.6,0.0
R0097,Horse_07,Jockey_06,Trainer_09,曇,良,2000,1,3,1.43,1.58,71.5,65.5,-0.7,59.7,0.0
R0097,Horse_22,Jockey_04,Trainer_09,曇,良,2000,2,15,1.87,1.7,74.9,72.8,-0.2,79.2,0.0
R0097,Horse_03,Jockey_04,Trainer_01,曇,良,2000,3,8,2.14,1.7,70.1,57.6,6.9,44.6,0.0
R0097,Horse_12,Jockey_10,Trainer_09,曇,良,2000,4,6,1.88,1.37,76.4,82.9,5.9,84.4,0.0
R0097,Horse_10,Jockey_02,Trainer_01,曇,良,2000,5,5,3.57,2.05,76.2,67.4,2.4,68.5,0.0
R0097,Horse_04,Jockey_02,Trainer_05,曇,良,2000,6,7,2.81,1.96,59.1,58.1,5.6,60.9,0.0
R0097,Horse_18,Jockey_07,Trainer_01,曇,良,2000,7,10,4.29,2.27,86.8,91.4,2.4,93.7,0.0
R0097,Horse_23,Jockey_03,Trainer_01,曇,良,2000,8,14,4.61,2.36,66.6,67.8,1.5,60.4,0.0
R0097,Horse_21,Jockey_07,Trainer_05,曇,良,2000,9,11,6.27,2.87,50.7,52.8,-1.6,49.5,0.0
R0097,Horse_11,Jockey_02,Trainer_04,曇,良,2000,10,12,8.6,3.54,64.2,74.4,-1.3,68.6,0.0
R0097,Horse_14,Jockey_06,Trainer_05,曇,良,2000,11,1,6.02,2.73,54.6,63.7,2.1,68.9,0.0
R0097,Horse_20,Jockey_06,Trainer_07,曇,良,2000,12,4,7.38,3.38,46.0,47.3,5.2,49.8,0.0
R0097,Horse_01,Jockey_10,Trainer_06,曇,良,2000,13,13,8.78,3.59,38.1,36.4,8.6,29.3,0.0
